game_title,weapon_name,,accuracy,ammo_name,ap_cost,area_of_effect,caps_value,critical_chance_multiplier,damage,durability,fire_rate,form_id,magazine_capacity,skill_required,strength_required,weapon_type,weight
Fallout New Vegas,Laser pistol(GRA),3,0.1,SEC,15.0,,175.0,x1.5,12.0,995,3.75,00004335xx00084D,30.0,0,1,Energy Pistols,3.0
Fallout New Vegas,Compliance Regulator,4,0.1,SEC,15.0,,175.0,x1.5,8.0,995,3.75,xx00C626,30.0,0,1,Energy Pistols,3.0
Fallout New Vegas,Missing laser pistol,5,0.1,SEC,15.0,,175.0,x1.5,11.0,995,3.8,0010A6FC,30.0,0,1,Energy Pistols,3.0
Fallout New Vegas,Pew Pew,6,0.1,SEC,35.0,,2498.0,x2.5,75.0,395,2.0,00103B1D,102.0,0,1,Energy Pistols,3.0
Fallout New Vegas,Plasma Defender(GRA),7,0.3,SEC,20.0,,3000.0,x1,38.0,495,2.5,00090727xx000853,3216.0,50,2,Energy Pistols,2.0
Fallout New Vegas,Plasma pistol(GRA),8,0.5,SEC,30.0,,200.0,x1.5,33.0,745,1.75,00004343xx000855,3216.0,0,2,Energy Pistols,3.0
Fallout New Vegas,Pulse gun,9,0.1,SEC,20.0,,1800.0,x1,250.0,495,1.0,00090A6B,255.0,25,2,Energy Pistols,2.0
Fallout New Vegas,Recharger pistol,10,0.1,MF breeder,13.0,,2700.0,x1.2,18.0,1495,5.0,0009071F,20.0,50,2,Energy Pistols,7.0
Fallout New Vegas,MF Hyperbreeder Alpha,11,1.0,MF breeder,20.0,,8900.0,x2,25.0,3995,7.0,xx000802,10.0,50,2,Energy Pistols,7.0
Fallout New Vegas,Sonic emitter - Gabriel's bark,12,0.1,SEC,30.0,,3500.0,x1,55.0,495,1.03,xx00E37E,2412.0,50,2,Energy Pistols,2.0
Fallout New Vegas,Sonic emitter - opera singer,13,0.1,SEC,30.0,,3500.0,x1,55.0,495,1.03,xx00E1B8,24.0,50,2,Energy Pistols,2.0
Fallout New Vegas,Sonic emitter - revelation,14,0.1,SEC,30.0,,3500.0,x1,31.0,495,1.03,xx00E381,24.0,50,2,Energy Pistols,2.0
Fallout New Vegas,Sonic emitter - robo-scorpion,15,0.1,SEC,30.0,,3500.0,x1,65.0,495,1.03,xx00E386,248.0,75,2,Energy Pistols,2.0
Fallout New Vegas,Sonic emitter - tarantula,16,0.1,SEC,30.0,,3500.0,x1,60.0,495,1.03,xx00E389,248.0,75,2,Energy Pistols,2.0
Fallout New Vegas,Gauss rifle,0,0.03,MFC,40.0,,3000.0,x2,120.0,395,3.0,0015837B,51.0,75,5,Energy Rifles,7.0
Fallout New Vegas,YCS/186,1,0.0275,MFC,40.0,,3000.0,x2,140.0,495,3.0,0015B38D,41.0,75,5,Energy Rifles,8.0
Fallout New Vegas,Holorifle,2,0.4,MFC,30.0,,3000.0,x1,80.0,495,1.11,xx0092EF,4.0,50,4,Energy Rifles,8.0
Fallout New Vegas,LAER,3,0.08,MFC,32.0,,8000.0,x1.5,65.0,370,2.5,xx00B9CF,20.0,75,4,Energy Rifles,4.0
Fallout New Vegas,Elijah's advanced LAER,4,0.08,MFC,32.0,,8500.0,x1.5,65.0,245,2.75,xx015DD3,15.0,75,4,Energy Rifles,4.0
Fallout New Vegas,Laser RCW,5,0.08,ECP,20.0,,2150.0,x0.05,15.0,1995,9.0,0009073B,60.0,50,4,Energy Rifles,4.0
Fallout New Vegas,Laser rifle,6,0.025,MFC,18.0,,800.0,x1.5,22.0,620,3.08,00004336,24.0,25,3,Energy Rifles,8.0
Fallout New Vegas,AER14 prototype,7,0.0225,MFC,20.0,,2200.0,x2,35.0,495,3.0,001479B3,2412.0,25,3,Energy Rifles,8.5
Fallout New Vegas,Van Graff laser rifle,8,0.025,MFC,18.0,,800.0,x1.5,15.0,270,3.08,001251CD,24.0,0,3,Energy Rifles,8.0
Fallout New Vegas,Multiplas rifle,9,1.5,MFC,35.0,,2500.0,x1,10535.0,245,1.0,00121168,3010.0,50,4,Energy Rifles,7.0
Fallout New Vegas,Plasma rifle,10,0.2,MFC,30.0,,1300.0,x2,47.0,370,1.4,00004344,2412.0,25,3,Energy Rifles,8.0
Fallout New Vegas,Van Graff plasma rifle,11,0.2,MFC,30.0,,1300.0,x2,32.0,370,1.4,001251CC,2412.0,0,3,Energy Rifles,8.0
Fallout New Vegas,Q-35 matter modulator,12,0.2,MFC,28.0,,3000.0,x2,40.0,1245,2.4,000E6064,12.0,25,2,Energy Rifles,7.0
Fallout New Vegas,Recharger rifle,13,0.02,MF breeder,19.0,,250.0,x1.5,12.0,370,4.3,00121154,7.0,0,5,Energy Rifles,15.0
Fallout New Vegas,Tri-beam laser rifle(GRA),14,0.5,MFC,23.0,,4800.0,x1.5,6622.0,245,2.73,000E2BF4xx000854,248.0,75,4,Energy Rifles,9.0
Fallout New Vegas,K9000 cyberdog gun,0,1.35,.357 Magnum,27.0,,7500.0,x0.5,26.0,2495,7.0,xx00E39E,50.0,75,8,Heavy weapons,27.0
Fallout New Vegas,FIDO,1,1.5,.44 Magnum,28.0,,9500.0,x0.5,36.0,2495,7.0,xx00FD3C,50.0,85,9,Heavy weapons,27.0
Fallout New Vegas,Minigun,2,1.0,5mm,30.0,,5500.0,x0.5,12.0,5995,20.0,0000433F,240.0,100,10,Heavy weapons,25.0
Fallout New Vegas,CZ57 Avenger,3,0.55,5mm,25.0,,8500.0,x0.5,13.0,7995,30.0,001629B6,120.0,100,10,Heavy weapons,18.0
Fallout New Vegas,Shoulder mounted machine gun,4,0.9,10mm,30.0,,7500.0,x0,30.0,3995,7.0,xx008858,60.0,75,7,Heavy weapons,17.0
Fallout New Vegas,Arcade Gannon's Ripper,0,,-,45.0,,100.0,x1,50.0,5995,1.0,00176E5D,,75,3,NPC weapons,6.0
Fallout New Vegas,Boone's scoped hunting rifle,1,0.015,MCA,40.0,,2600.0,x0.25,52.0,1495,0.8,000CE549,5.0,50,6,NPC weapons,6.0
Fallout New Vegas,Follows-Chalk's .45 Auto pistol,2,0.8,MCA,17.0,,100.0,x1,29.0,745,2.8,xx00E8EF,7.0,25,3,NPC weapons,1.5
Fallout New Vegas,Follows-Chalk's war club,3,,-,21.0,,75.0,x1,24.0,995,3.5,xx00E8EE,,25,2,NPC weapons,3.0
Fallout New Vegas,Joshua's Pistol Whippin' .45,4,,-,24.0,,10.0,x2,20.0,495,2.3,xx010E1F,,0,2,NPC weapons,1.0
Fallout New Vegas,Lily's assault carbine,5,4.8,MCA,20.0,,3950.0,x0.08,18.0,3745,12.0,00174093,24.0,75,3,NPC weapons,6.0
Fallout New Vegas,Lily's gauntlet,6,,-,28.0,,100.0,x1,20.0,2495,1.1,00105CF6,,0,8,NPC weapons,6.0
Fallout New Vegas,Lily's Vertibird blade,7,,-,38.0,,130.0,x1,24.0,4995,1.8,00105CF5,,0,9,NPC weapons,12.0
Fallout New Vegas,Mysterious Stranger's .44 Magnum,8,0.0,.44 Magnum round,0.0,,0.0,x100,9000.0,4995,1.9,00050F92,6.0,0,0,NPC weapons,3.0
Fallout New Vegas,Miss Fortune's Bad Luck Bringer,9,0.0,.44 Magnum round,0.0,,0.0,x1,10.0,4995,1.9,0013568B,6.0,0,0,NPC weapons,3.0
Fallout New Vegas,Mean super sledge,10,,-,38.0,,180.0,x1,85.0,3745,1.5,0013E540,,100,8,NPC weapons,20.0
Fallout New Vegas,Poisoned bladed gauntlet,11,,-,26.0,,200.0,x2,25.0,295,1.6,xx010E5E,,25,5,NPC weapons,10.0
Fallout New Vegas,Poisoned cleaver,12,,-,22.0,,2.0,x1,7.0,1245,2.5,xx00F91C,,0,2,NPC weapons,2.0
Fallout New Vegas,Poisoned fire axe,13,,-,22.0,,2500.0,x1,55.0,995,1.5,xx00F919,,75,5,NPC weapons,8.0
Fallout New Vegas,Poisoned machete,14,,-,20.0,,50.0,x1.5,11.0,245,3.0,xx00F91B,,25,3,NPC weapons,2.0
Fallout New Vegas,Poisoned throwing spear,15,,-,24.0,,25.0,x1,35.0,4995,0.6,xx00F91E,,25,1,NPC weapons,0.5
Fallout New Vegas,Waking Cloud's yao guai gauntlet,16,,-,22.0,,150.0,x2.5,20.0,2995,2.0,xx00E8F0,,50,4,NPC weapons,10.0
Fallout New Vegas,.357 Magnum revolver,0,0.5,.357 Magnum,26.0,,110.0,x1,26.0,995,1.75,0008F216,6.0,0,3,Pistols,2.0
Fallout New Vegas,Lucky,1,0.3,.357 Magnum,17.0,,1500.0,x2.5,30.0,1120,2.75,000E2C86,6.0,0,3,Pistols,2.5
Fallout New Vegas,.44 Magnum revolver,2,0.7,.44 Magnum,25.0,,2500.0,x1,36.0,1245,1.875,0008F215,6.0,50,5,Pistols,3.5
Fallout New Vegas,Mysterious Magnum,3,0.5,.44 Magnum,22.0,,3200.0,x1,42.0,745,2.44,00127C6C,6.0,50,6,Pistols,4.0
Fallout New Vegas,.45 Auto pistol,4,0.8,.45 Auto,17.0,,1750.0,x1,29.0,745,2.75,xx008E1A,7.0,25,3,Pistols,1.5
Fallout New Vegas,A Light Shining in Darkness,5,0.55,.45 Auto,15.0,,4500.0,x2,33.0,1245,4.38,xx009DBE,6.0,75,3,Pistols,1.2
Fallout New Vegas,5.56mm pistol,6,0.6,5.56mm,21.0,,1200.0,x2,28.0,870,2.75,xx000813,5.0,50,6,Pistols,5.0
Fallout New Vegas,That Gun,7,0.5,5.56mm,19.0,,1750.0,x2.5,30.0,1120,3.0,00133058,5.0,50,6,Pistols,5.0
Fallout New Vegas,9mm pistol,8,0.7,9mm,17.0,,100.0,x1,16.0,745,3.13,000E3778,13.0,0,2,Pistols,1.5
Fallout New Vegas,Maria,9,0.2,9mm,15.0,,1000.0,x2,20.0,995,3.75,000E7655,13.0,0,2,Pistols,1.5
Fallout New Vegas,10mm pistol,10,0.8,10mm,17.0,,750.0,x1,22.0,395,2.75,0000434F,12.0,25,4,Pistols,3.0
Fallout New Vegas,Weathered 10mm pistol,11,0.8,10mm,17.0,,1200.0,x1,24.0,545,2.75,001735D4,12.0,0,4,Pistols,3.0
Fallout New Vegas,12.7mm pistol,12,1.1,12.7mm,17.0,,4000.0,x1,40.0,395,2.75,0008F213,7.0,75,7,Pistols,3.5
Fallout New Vegas,Li'l Devil,13,0.9,12.7mm,15.0,,16000.0,x2,45.0,595,3.25,xx000805,7.0,75,8,Pistols,3.2
Fallout New Vegas,Hunting revolver(GRA),14,0.35,.45-70 Gov't,31.0,,3500.0,x1,58.0,545,1.5,0008F214xx000852,5.0,75,6,Pistols,4.0
Fallout New Vegas,Ranger Sequoia,15,0.1,.45-70 Gov't,30.0,,1200.0,x1.5,62.0,745,1.69,00129A44,5.0,75,6,Pistols,4.0
Fallout New Vegas,Police pistol,16,0.5,.357 Magnum,19.0,,1000.0,x1,30.0,1120,2.0,xx00BBC2,6.0,0,4,Pistols,3.0
Fallout New Vegas,Silenced .22 pistol,17,0.5,.22LR,17.0,,80.0,x3,9.0,495,3.5,000E377A,16.0,0,1,Pistols,3.0
Fallout New Vegas,.357 Magnum revolver,18,0.5,.357 Magnum,26.0,,110.0,x1,26.0,995,1.75,0008F216,6.0,0,3,Pistols,2.0
Fallout New Vegas,Lucky,19,0.3,.357 Magnum,17.0,,1500.0,x2.5,30.0,1120,2.75,000E2C86,6.0,0,3,Pistols,2.5
Fallout New Vegas,.44 Magnum revolver,20,0.7,.44 Magnum,25.0,,2500.0,x1,36.0,1245,1.875,0008F215,6.0,50,5,Pistols,3.5
Fallout New Vegas,Mysterious Magnum,21,0.5,.44 Magnum,22.0,,3200.0,x1,42.0,745,2.44,00127C6C,6.0,50,6,Pistols,4.0
Fallout New Vegas,.45 Auto pistol,22,0.8,.45 Auto,17.0,,1750.0,x1,29.0,745,2.75,xx008E1A,7.0,25,3,Pistols,1.5
Fallout New Vegas,A Light Shining in Darkness,23,0.55,.45 Auto,15.0,,4500.0,x2,33.0,1245,4.38,xx009DBE,6.0,75,3,Pistols,1.2
Fallout New Vegas,5.56mm pistol,24,0.6,5.56mm,21.0,,1200.0,x2,28.0,870,2.75,xx000813,5.0,50,6,Pistols,5.0
Fallout New Vegas,That Gun,25,0.5,5.56mm,19.0,,1750.0,x2.5,30.0,1120,3.0,00133058,5.0,50,6,Pistols,5.0
Fallout New Vegas,9mm pistol,26,0.7,9mm,17.0,,100.0,x1,16.0,745,3.13,000E3778,13.0,0,2,Pistols,1.5
Fallout New Vegas,Maria,27,0.2,9mm,15.0,,1000.0,x2,20.0,995,3.75,000E7655,13.0,0,2,Pistols,1.5
Fallout New Vegas,10mm pistol,28,0.8,10mm,17.0,,750.0,x1,22.0,395,2.75,0000434F,12.0,25,4,Pistols,3.0
Fallout New Vegas,Weathered 10mm pistol,29,0.8,10mm,17.0,,1200.0,x1,24.0,545,2.75,001735D4,12.0,0,4,Pistols,3.0
Fallout New Vegas,12.7mm pistol,30,1.1,12.7mm,17.0,,4000.0,x1,40.0,395,2.75,0008F213,7.0,75,7,Pistols,3.5
Fallout New Vegas,Li'l Devil,31,0.9,12.7mm,15.0,,16000.0,x2,45.0,595,3.25,xx000805,7.0,75,8,Pistols,3.2
Fallout New Vegas,Hunting revolver(GRA),32,0.35,.45-70 Gov't,31.0,,3500.0,x1,58.0,545,1.5,0008F214xx000852,5.0,75,6,Pistols,4.0
Fallout New Vegas,Ranger Sequoia,33,0.1,.45-70 Gov't,30.0,,1200.0,x1.5,62.0,745,1.69,00129A44,5.0,75,6,Pistols,4.0
Fallout New Vegas,Police pistol,34,0.5,.357 Magnum,19.0,,1000.0,x1,30.0,1120,2.0,xx00BBC2,6.0,0,4,Pistols,3.0
Fallout New Vegas,Silenced .22 pistol,35,0.5,.22LR,17.0,,80.0,x3,9.0,495,3.5,000E377A,16.0,0,1,Pistols,3.0
Fallout New Vegas,Bottlecap mine,0,,,35.0,256,150.0,,1.0,,,0000433A,,0,1,placed explosives,0.5
Fallout New Vegas,C-4 plastic explosive,1,,,24.0,512,1000.0,,1.0,,,001221C1,,50,1,placed explosives,0.5
Fallout New Vegas,Demolition charge,2,,,38.0,192,75.0,,2.0,,,xx01140B,,0,1,placed explosives,1.5
Fallout New Vegas,Detonator,3,,,,-,25.0,,,,,00130041,,0,0,placed explosives,0.5
Fallout New Vegas,Fat mine,4,,,35.0,1400,275.0,,5.0,,,xx000815,,50,3,placed explosives,3.25
Fallout New Vegas,Frag mine,5,,,35.0,192,75.0,,1.0,,,0000433C,,25,1,placed explosives,0.5
Fallout New Vegas,Gas bomb,6,,,24.0,600,100.0,,1.0,,,xx00C45D,,50,1,placed explosives,5.0
Fallout New Vegas,MFC cluster,7,,,35.0,600,110.0,,1.0,,,xx0008C9,,50,2,placed explosives,0.5
Fallout New Vegas,Plasma mine,8,,,35.0,192,300.0,,1.0,,,0000433D,,75,2,placed explosives,0.5
Fallout New Vegas,Powder charge,9,,,35.0,192,25.0,,1.0,,,00109A0B,,0,1,placed explosives,0.5
Fallout New Vegas,Pulse mine,10,,,35.0,450,40.0,,200.0,,,0000433E,,50,2,placed explosives,0.5
Fallout New Vegas,Satchel charge,11,,,35.0,384,125.0,,1.0,,,xx0076E3,,50,4,placed explosives,0.75
Fallout New Vegas,Time bomb,12,,,24.0,1024,750.0,,1.0,,,0013D534,,50,1,placed explosives,0.5
Fallout New Vegas,"Time bomb, high yield",13,,,24.0,1536,750.0,,1.0,,,xx000811,,50,1,placed explosives,0.5
Fallout New Vegas,25mm grenade APW,0,0.7,25mm,25.0,550,4200.0,,2.0,745,2.5,xx00081B,6.0,75,5,projectile explosives,8.0
Fallout New Vegas,Fat Man(GRA),1,0.5,Mini nuke,65.0,1700,6000.0,,400.0,495,1.58,0000432Cxx000AC3,1.0,100,8,projectile explosives,30.0
Fallout New Vegas,Esther,2,0.5,Mini nuke,55.0,1700,18000.0,,475.0,620,1.89,xx000804,1.0,100,8,projectile explosives,40.0
Fallout New Vegas,Grenade machinegun,3,1.0,25mm,50.0,550,5200.0,,0.0,995,3.0,00090A6A,30.0,100,8,projectile explosives,15.0
